instance,seed,algorithm,objective,coverage_pct,runtime_sec,num_facilities,budget_used,num_moves,num_iterations,facilities
random_I50_J200_B10.0_R7.0_s43,47,closest_neighbor,7107.0,67.78254649499284,0.00020313262939453125,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,48,greedy,7449.0,71.04434907010014,0.0005679130554199219,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,48,closest_neighbor,7107.0,67.78254649499284,0.00020742416381835938,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,49,greedy,7449.0,71.04434907010014,0.0006644725799560547,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,49,closest_neighbor,7107.0,67.78254649499284,0.00018787384033203125,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,50,greedy,7449.0,71.04434907010014,0.0007359981536865234,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,50,closest_neighbor,7107.0,67.78254649499284,0.00024437904357910156,5,9.39,0,0,"0,2,15,27,49"
random_I50_J200_B10.0_R7.0_s43,51,greedy,7449.0,71.04434907010014,0.0006864070892333984,6,9.93,0,0,"0,2,8,12,27,28"
random_I50_J200_B10.0_R7.0_s43,51,closest_neighbor,7107.0,67.78254649499284,0.000270843505859375,5,9.39,0,0,"0,2,15,27,49"
random_I100_J500_B15.0_R6.5_s42,42,greedy,20248.0,79.8422712933754,0.005257844924926758,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,42,closest_neighbor,20289.0,80.00394321766562,0.00033402442932128906,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,43,greedy,20248.0,79.8422712933754,0.004331350326538086,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,43,closest_neighbor,20289.0,80.00394321766562,0.0003631114959716797,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,44,greedy,20248.0,79.8422712933754,0.0038399696350097656,8,14.89,0,0,"9,10,22,32,41,42,54,96"
